name,description,Potion,Liquid,Spirit,Special Slot A,Special Slot B,Special Slot C,Special Effect,Special,Eye Color,Gender,Hit Points,Attack Points,Special Points,Spell Master,Background,Image
52final.png, Real Potions & Spells 1,Love,Oil,Nature,Cherries A #1,777 B,777 C #2,Ethereal Wings +600 hp: The player gains the ability to sprout luminous wings and fly for a limited time.,"+10 to attack points, ",Green,Undecided,90 #1,50,7,"Aurora Fireheart (Sun): Behold, the ""Solar Ignition Brew""! As I consumed it, I found myself ablaze with the sun's fiery essence, radiating brilliance and the raw power of solar flames. This potion, said to be forged in the heart of a dying star, transformed me into a celestial inferno, incinerating all who dared to challenge me. #1",skull,dream_TradingCard (34).jpg
53final.png, Real Potions & Spells 1,Curse,Water,Dark,Cherries A #1,Cherries B,777 C #2,"Abyssal Grasp +1000 hp: The player can conjure dark tendrils to ensnare and immobilize enemies, rendering them helpless.","+100 to hit points, ",Orange,Male,370,100,5 #1,"Vesper Nightshade (Oil): Within the dimly lit chambers of forgotten castles, I unearthed the ""Shadowstealer Elixir,"" a concoction born from shadows and oil. It granted me the power to fade into the inky blackness, stealing both sight and strength from my adversaries. A relic of an ancient oil mage, its secrets remained locked until my arrival. #1",skull,dream_TradingCard (32).jpg
54final.png, Real Potions & Spells 1,Love,Water,Light,Watermellon A,Watermellon B #1,Cherries C,Eternal Bond +500 hp: Eternal Bond,"+20 to hit points, ",Red,???,70 #1,25,10 #1,"Vesper Nightshade (Oil): Within the dimly lit chambers of forgotten castles, I unearthed the ""Shadowstealer Elixir,"" a concoction born from shadows and oil. It granted me the power to fade into the inky blackness, stealing both sight and strength from my adversaries. A relic of an ancient oil mage, its secrets remained locked until my arrival. #1",moon man,dream_TradingCard (46).jpg
55final.png, Real Potions & Spells 1,Curse,Earth #1,Dark,Cherries A,777 B #1,777 C #1,"Interdimensional Portal +800 hp: The player can open a portal to other dimensions, revealing new opportunities, treasures, and challenges.","+100 to attack points, ",Blue,???,90 #1,150,7,"Vesper Nightshade (Oil): Within the dimly lit chambers of forgotten castles, I unearthed the ""Shadowstealer Elixir,"" a concoction born from shadows and oil. It granted me the power to fade into the inky blackness, stealing both sight and strength from my adversaries. A relic of an ancient oil mage, its secrets remained locked until my arrival. #1",plant,dream_TradingCard (29).jpg
56final.png, Real Potions & Spells 1,Love,Earth #1,Dark,Cherries A #1,777 B,Cherries C,"Love's Embrace +1000 hp: Drinking this potion bestows the player with the ability to heal and mend the wounds of others, fostering unity and love.","+100 to attack points, ",Brown,Female,90 #1,25,7,"Sylva Watershadow (Water): The ""Aqua Veil Tonic"" whispered of secrets from the depths of the ocean. Upon tasting its azure depths, I was engulfed by liquid whispers, granting me the ability to manipulate water in all its forms. It is said to have been created by a mermaid oracle, allowing me to harness the boundless strength of the tides. #1",plant,dream_TradingCard (61).jpg
57final.png, Real Potions & Spells 1,Curse,Water,Dark,Cherries A,Watermellon B,777 C #1,"Shadow Cloak +900 hp: This potion shrouds the player in an impenetrable cloak of darkness, rendering them invisible to foes.",+10 to attack points,Blue,Male,60,80 #1,10 #1,"Vesper Nightshade (Oil): Within the dimly lit chambers of forgotten castles, I unearthed the ""Shadowstealer Elixir,"" a concoction born from shadows and oil. It granted me the power to fade into the inky blackness, stealing both sight and strength from my adversaries. A relic of an ancient oil mage, its secrets remained locked until my arrival. #1",skull,dream_TradingCard (82).jpg
58final.png, Real Potions & Spells 1,Curse,Earth #1,Dark,Watermellon A,Watermellon B,Cherries C,"Abyssal Grasp +1000 hp: The player can conjure dark tendrils to ensnare and immobilize enemies, rendering them helpless.","+10 to attack points, ",Orange,???,60,100,5 #1,"Vesper Nightshade (Oil): Within the dimly lit chambers of forgotten castles, I unearthed the ""Shadowstealer Elixir,"" a concoction born from shadows and oil. It granted me the power to fade into the inky blackness, stealing both sight and strength from my adversaries. A relic of an ancient oil mage, its secrets remained locked until my arrival. #1",moon woman,dream_TradingCard (28).jpg
59final.png, Real Potions & Spells 1,Love,Oil,Nature,Watermellon A #1,777 B,777 C,"Dimensional Mastery +800 hp: The player can manipulate the fabric of reality within their surroundings, altering the terrain to their advantage.","+50 to attack points, ",Green,Female,80,80 #1,10 #1,"Vesper Nightshade (Oil): Within the dimly lit chambers of forgotten castles, I unearthed the ""Shadowstealer Elixir,"" a concoction born from shadows and oil. It granted me the power to fade into the inky blackness, stealing both sight and strength from my adversaries. A relic of an ancient oil mage, its secrets remained locked until my arrival. #1",moon woman,dream_TradingCard (19).jpg
60final.png, Real Potions & Spells 1,Love,Earth #1,Dark,Watermellon A #1,777 B #1,Cherries C,"Solar Infusion + 550 hp: Drinking this potion grants the player the power to emit blinding rays of light, temporarily blinding their opponents.","+20 to hit points, ",Brown,Male,60,150,5 #1,"Sylva Watershadow (Water): The ""Aqua Veil Tonic"" whispered of secrets from the depths of the ocean. Upon tasting its azure depths, I was engulfed by liquid whispers, granting me the ability to manipulate water in all its forms. It is said to have been created by a mermaid oracle, allowing me to harness the boundless strength of the tides. #1",skull,dream_TradingCard (44).jpg
61final.png, Real Potions & Spells 1,Hex,Water,Light,Watermellon A #1,Cherries B,777 C,Corrupting Touch +600 hp: Drinking this potion allows the player to afflict foes with debilitating curses or diseases.,+10 to attack points,Orange,???,90 #1,100,10 #1,"Vesper Nightshade (Oil): Within the dimly lit chambers of forgotten castles, I unearthed the ""Shadowstealer Elixir,"" a concoction born from shadows and oil. It granted me the power to fade into the inky blackness, stealing both sight and strength from my adversaries. A relic of an ancient oil mage, its secrets remained locked until my arrival. #1",plant,dream_TradingCard (92).jpg
62final.png, Real Potions & Spells 1,Love,Earth #1,Nature,Watermellon A,Cherries B,777 C #2,"Abyssal Grasp +1000 hp: The player can conjure dark tendrils to ensnare and immobilize enemies, rendering them helpless.",+10 to attack points,Brown,Male,90 #1,100,5 #1,"Vesper Nightshade (Oil): Within the dimly lit chambers of forgotten castles, I unearthed the ""Shadowstealer Elixir,"" a concoction born from shadows and oil. It granted me the power to fade into the inky blackness, stealing both sight and strength from my adversaries. A relic of an ancient oil mage, its secrets remained locked until my arrival. #1",cloud brains,dream_TradingCard (25).jpg
63final.png, Real Potions & Spells 1,Hex,Water,Light,777 A,777 B #1,777 C #2,"Solar Infusion + 550 hp: Drinking this potion grants the player the power to emit blinding rays of light, temporarily blinding their opponents.","+20 to hit points, ",Red,Undecided,280,50,3,"Sylva Watershadow (Water): The ""Aqua Veil Tonic"" whispered of secrets from the depths of the ocean. Upon tasting its azure depths, I was engulfed by liquid whispers, granting me the ability to manipulate water in all its forms. It is said to have been created by a mermaid oracle, allowing me to harness the boundless strength of the tides. #1",cloud brains,dream_TradingCard (88).jpg
64final.png, Real Potions & Spells 1,Love,Water,Light,Cherries A #1,Cherries B,777 C,"Solar Infusion + 550 hp: Drinking this potion grants the player the power to emit blinding rays of light, temporarily blinding their opponents.","+50 to attack points, ",Blue,???,100 #1,80 #1,3,"Sylva Watershadow (Water): The ""Aqua Veil Tonic"" whispered of secrets from the depths of the ocean. Upon tasting its azure depths, I was engulfed by liquid whispers, granting me the ability to manipulate water in all its forms. It is said to have been created by a mermaid oracle, allowing me to harness the boundless strength of the tides. #1",skull,dream_TradingCard (72).jpg
65final.png, Real Potions & Spells 1,Curse,Water,Dark,Watermellon A,Watermellon B #1,777 C #2,"Luminous Aegis +550 hp: This potion surrounds the player with a radiant shield, making them invulnerable for a short duration.","+50 to attack points, ",Red,???,190,100,7,"Luna Tidesong (Moon): In the realm of Real Potions & Spells, I discovered the ""Lunar Elixir,"" a potion crafted under the pale moon's gentle gaze. Sipping from its glass vial, I felt my essence align with the celestial dance of the night, casting ethereal moonbeams to ensnare my foes. Legends say it was created by a mystical moon",moon man,dream_TradingCard (61).jpg
66final.png, Real Potions & Spells 1,Love,Oil,Dark,Cherries A #1,Watermellon B,Watermellon C,"Heart's Desire +1000 hp: The player can transform into any creature or being they desire, gaining their abilities temporarily.","+20 to hit points, ",Red,Undecided,280,150,5 #1,"Vesper Nightshade (Oil): Within the dimly lit chambers of forgotten castles, I unearthed the ""Shadowstealer Elixir,"" a concoction born from shadows and oil. It granted me the power to fade into the inky blackness, stealing both sight and strength from my adversaries. A relic of an ancient oil mage, its secrets remained locked until my arrival. #1",moon man,dream_TradingCard (60).jpg
67final.png, Real Potions & Spells 1,Love,Water,Nature,Cherries A #1,777 B,777 C,"Abyssal Grasp +1000 hp: The player can conjure dark tendrils to ensnare and immobilize enemies, rendering them helpless.","+20 to hit points, ",Hazel,???,60,50,7,"Solara Dawnbringer (Sun): The ""Lustrous Dawn Serum"" unveiled the sun's innermost secrets, infusing me with radiant might. Bathed in the aura of dawn, this potion bestowed me with the power to heal and revive, casting aside darkness wherever I roamed. They say it was bestowed upon the realm by a benevolent sun deity, a guardian of hope. #1",skull,dream_TradingCard (60).jpg
68final.png, Real Potions & Spells 1,Curse,Earth #1,Light,Watermellon A,Watermellon B #1,777 C #1,"Love's Embrace +1000 hp: Drinking this potion bestows the player with the ability to heal and mend the wounds of others, fostering unity and love.",+10 to attack points,Green,???,60,100,3,"Luna Tidesong (Moon): In the realm of Real Potions & Spells, I discovered the ""Lunar Elixir,"" a potion crafted under the pale moon's gentle gaze. Sipping from its glass vial, I felt my essence align with the celestial dance of the night, casting ethereal moonbeams to ensnare my foes. Legends say it was created by a mystical moon",tree,dream_TradingCard (76).jpg
69final.png, Real Potions & Spells 1,Curse,Earth #1,Light,Cherries A,Watermellon B #1,777 C,Eternal Bond +500 hp: Eternal Bond,"+100 to attack points, ",Hazel,???,370,100,3,"Solara Dawnbringer (Sun): The ""Lustrous Dawn Serum"" unveiled the sun's innermost secrets, infusing me with radiant might. Bathed in the aura of dawn, this potion bestowed me with the power to heal and revive, casting aside darkness wherever I roamed. They say it was bestowed upon the realm by a benevolent sun deity, a guardian of hope. #1",balloon,dream_TradingCard (97).jpg
70final.png, Real Potions & Spells 1,Love,Earth #1,Light,Cherries A #1,777 B #1,777 C #1,"Metamorphic Elixir +600 hp: The player can morph into various forms, adapting to any situation with newfound abilities.","+10 to attack points, ",Red,Male,70 #1,80 #1,3,"Luna Tidesong (Moon): In the realm of Real Potions & Spells, I discovered the ""Lunar Elixir,"" a potion crafted under the pale moon's gentle gaze. Sipping from its glass vial, I felt my essence align with the celestial dance of the night, casting ethereal moonbeams to ensnare my foes. Legends say it was created by a mystical moon",moon woman,dream_TradingCard (68).jpg
71final.png, Real Potions & Spells 1,Hex,Water,Dark,Cherries A,Cherries B,Watermellon C,"True Love's Kiss +700 hp: Allows the player to break curses, heal wounds, and revive the fallen with a kiss.",+50 to hit points,Red,Undecided,190,80 #1,7,"Vesper Nightshade (Oil): Within the dimly lit chambers of forgotten castles, I unearthed the ""Shadowstealer Elixir,"" a concoction born from shadows and oil. It granted me the power to fade into the inky blackness, stealing both sight and strength from my adversaries. A relic of an ancient oil mage, its secrets remained locked until my arrival. #1",balloon,dream_TradingCard (88).jpg
72final.png, Real Potions & Spells 1,Love,Earth #1,Dark,Cherries A,Cherries B,777 C #1,Corrupting Touch +600 hp: Drinking this potion allows the player to afflict foes with debilitating curses or diseases.,"+10 to attack points, ",Hazel,Female,280,50,3,"Solara Dawnbringer (Sun): The ""Lustrous Dawn Serum"" unveiled the sun's innermost secrets, infusing me with radiant might. Bathed in the aura of dawn, this potion bestowed me with the power to heal and revive, casting aside darkness wherever I roamed. They say it was bestowed upon the realm by a benevolent sun deity, a guardian of hope. #1",moon woman,dream_TradingCard (32).jpg
73final.png, Real Potions & Spells 1,Love,Water,Dark,Watermellon A,Cherries B,Watermellon C,"Interdimensional Portal +800 hp: The player can open a portal to other dimensions, revealing new opportunities, treasures, and challenges.","+10 to attack points, ",Hazel,Male,370,80 #1,3,"Luna Tidesong (Moon): In the realm of Real Potions & Spells, I discovered the ""Lunar Elixir,"" a potion crafted under the pale moon's gentle gaze. Sipping from its glass vial, I felt my essence align with the celestial dance of the night, casting ethereal moonbeams to ensnare my foes. Legends say it was created by a mystical moon",plant,dream_TradingCard (27).jpg
74final.png, Real Potions & Spells 1,Love,Water,Light,Cherries A,Watermellon B #1,777 C #2,"Dimensional Mastery +800 hp: The player can manipulate the fabric of reality within their surroundings, altering the terrain to their advantage.",+20 to hit points,Brown,Male,190,50,7,"Luna Tidesong (Moon): In the realm of Real Potions & Spells, I discovered the ""Lunar Elixir,"" a potion crafted under the pale moon's gentle gaze. Sipping from its glass vial, I felt my essence align with the celestial dance of the night, casting ethereal moonbeams to ensnare my foes. Legends say it was created by a mystical moon",moon man,dream_TradingCard (59).jpg
75final.png, Real Potions & Spells 1,Hex,Oil,Dark,Watermellon A #1,Watermellon B,Watermellon C,Healer's Grace +770 hp: This potion instantly restores the player's health and cures them of any ailments.,+20 to hit points,Orange,Female,370,150,5 #1,"Vesper Nightshade (Oil): Within the dimly lit chambers of forgotten castles, I unearthed the ""Shadowstealer Elixir,"" a concoction born from shadows and oil. It granted me the power to fade into the inky blackness, stealing both sight and strength from my adversaries. A relic of an ancient oil mage, its secrets remained locked until my arrival. #1",plant,dream_TradingCard (63).jpg
76final.png, Real Potions & Spells 1,Hex,Water,Nature,Cherries A #2,777 B #1,Watermellon C,"Shadow Cloak +900 hp: This potion shrouds the player in an impenetrable cloak of darkness, rendering them invisible to foes.",+50 to hit points,Hazel,Undecided,90 #1,150,5 #1,"Sylva Watershadow (Water): The ""Aqua Veil Tonic"" whispered of secrets from the depths of the ocean. Upon tasting its azure depths, I was engulfed by liquid whispers, granting me the ability to manipulate water in all its forms. It is said to have been created by a mermaid oracle, allowing me to harness the boundless strength of the tides. #1",cloud brains,dream_TradingCard (82).jpg
77final.png, Real Potions & Spells 1,Hex,Oil,Dark,Cherries A,777 B,777 C,Ethereal Wings +600 hp: The player gains the ability to sprout luminous wings and fly for a limited time.,+10 to attack points,Hazel,???,60,100,10 #1,"Vesper Nightshade (Oil): Within the dimly lit chambers of forgotten castles, I unearthed the ""Shadowstealer Elixir,"" a concoction born from shadows and oil. It granted me the power to fade into the inky blackness, stealing both sight and strength from my adversaries. A relic of an ancient oil mage, its secrets remained locked until my arrival. #1",moon man,dream_TradingCard (80).jpg
78final.png, Real Potions & Spells 1,Love,Earth #1,Dark,Cherries A #1,Watermellon B #1,777 C #1,Ethereal Wings +600 hp: The player gains the ability to sprout luminous wings and fly for a limited time.,"+20 to hit points, ",Hazel,???,280,25,7,"Aurora Fireheart (Sun): Behold, the ""Solar Ignition Brew""! As I consumed it, I found myself ablaze with the sun's fiery essence, radiating brilliance and the raw power of solar flames. This potion, said to be forged in the heart of a dying star, transformed me into a celestial inferno, incinerating all who dared to challenge me. #1",tree,dream_TradingCard (30).jpg
79final.png, Real Potions & Spells 1,Love,Water,Light,Watermellon A #1,Cherries B,Watermellon C,"Abyssal Grasp +1000 hp: The player can conjure dark tendrils to ensnare and immobilize enemies, rendering them helpless.","+10 to attack points, ",Blue,Female,100 #1,100,3,"Vesper Nightshade (Oil): Within the dimly lit chambers of forgotten castles, I unearthed the ""Shadowstealer Elixir,"" a concoction born from shadows and oil. It granted me the power to fade into the inky blackness, stealing both sight and strength from my adversaries. A relic of an ancient oil mage, its secrets remained locked until my arrival. #1",plant,dream_TradingCard (20).jpg
80final.png, Real Potions & Spells 1,Curse,Earth #1,Nature,Cherries A #1,777 B #1,Cherries C,"Radiant Empowerment +400 hp: The player becomes infused with light energy, boosting their strength and agility significantly.",+10 to attack points,Red,Male,70 #1,150,3,"Aurora Fireheart (Sun): Behold, the ""Solar Ignition Brew""! As I consumed it, I found myself ablaze with the sun's fiery essence, radiating brilliance and the raw power of solar flames. This potion, said to be forged in the heart of a dying star, transformed me into a celestial inferno, incinerating all who dared to challenge me. #1",balloon,dream_TradingCard (48).jpg
81final.png, Real Potions & Spells 1,Love,Water,Light,Watermellon A #1,Watermellon B,777 C #1,"Abyssal Grasp +1000 hp: The player can conjure dark tendrils to ensnare and immobilize enemies, rendering them helpless.","+20 to hit points, ",Orange,???,80,100,3,"Vesper Nightshade (Oil): Within the dimly lit chambers of forgotten castles, I unearthed the ""Shadowstealer Elixir,"" a concoction born from shadows and oil. It granted me the power to fade into the inky blackness, stealing both sight and strength from my adversaries. A relic of an ancient oil mage, its secrets remained locked until my arrival. #1",cloud brains,dream_TradingCard (53).jpg
82final.png, Real Potions & Spells 1,Curse,Earth #1,Nature,Cherries A,Watermellon B #1,777 C #1,"Void Warp +800 hp: This potion allows the player to phase in and out of the dark dimension, providing unparalleled speed and agility.","+100 to attack points, ",Red,???,190,25,3,"Vesper Nightshade (Oil): Within the dimly lit chambers of forgotten castles, I unearthed the ""Shadowstealer Elixir,"" a concoction born from shadows and oil. It granted me the power to fade into the inky blackness, stealing both sight and strength from my adversaries. A relic of an ancient oil mage, its secrets remained locked until my arrival. #1",skull,dream_TradingCard (69).jpg
83final.png, Real Potions & Spells 1,Love,Water,Light,Watermellon A,Cherries B,Cherries C,"Solar Infusion + 550 hp: Drinking this potion grants the player the power to emit blinding rays of light, temporarily blinding their opponents.","+20 to hit points, ",Blue,???,90 #1,25,5 #1,"Aurora Fireheart (Sun): Behold, the ""Solar Ignition Brew""! As I consumed it, I found myself ablaze with the sun's fiery essence, radiating brilliance and the raw power of solar flames. This potion, said to be forged in the heart of a dying star, transformed me into a celestial inferno, incinerating all who dared to challenge me. #1",balloon,dream_TradingCard (85).jpg
84final.png, Real Potions & Spells 1,Hex,Oil,Nature,Watermellon A,Watermellon B,Cherries C,"Dimensional Mastery +800 hp: The player can manipulate the fabric of reality within their surroundings, altering the terrain to their advantage.","+100 to attack points, ",Red,???,60,80 #1,3,"Aurora Fireheart (Sun): Behold, the ""Solar Ignition Brew""! As I consumed it, I found myself ablaze with the sun's fiery essence, radiating brilliance and the raw power of solar flames. This potion, said to be forged in the heart of a dying star, transformed me into a celestial inferno, incinerating all who dared to challenge me. #1",plant,dream_TradingCard (70).jpg
85final.png, Real Potions & Spells 1,Hex,Water,Nature,Watermellon A #1,777 B,777 C #1,"True Love's Kiss +700 hp: Allows the player to break curses, heal wounds, and revive the fallen with a kiss.","+20 to hit points, ",Brown,Female,70 #1,150,3,"Vesper Nightshade (Oil): Within the dimly lit chambers of forgotten castles, I unearthed the ""Shadowstealer Elixir,"" a concoction born from shadows and oil. It granted me the power to fade into the inky blackness, stealing both sight and strength from my adversaries. A relic of an ancient oil mage, its secrets remained locked until my arrival. #1",skull,dream_TradingCard (61).jpg
86final.png, Real Potions & Spells 1,Love,Oil,Nature,777 A,Cherries B,777 C #2,"Abyssal Grasp +1000 hp: The player can conjure dark tendrils to ensnare and immobilize enemies, rendering them helpless.","+100 to attack points, ",Brown,???,100 #1,100,7,"Vesper Nightshade (Oil): Within the dimly lit chambers of forgotten castles, I unearthed the ""Shadowstealer Elixir,"" a concoction born from shadows and oil. It granted me the power to fade into the inky blackness, stealing both sight and strength from my adversaries. A relic of an ancient oil mage, its secrets remained locked until my arrival. #1",plant,dream_TradingCard (72).jpg
87final.png, Real Potions & Spells 1,Love,Earth #1,Dark,Watermellon A #1,Cherries B,Watermellon C,"Void Warp +800 hp: This potion allows the player to phase in and out of the dark dimension, providing unparalleled speed and agility.","+100 to attack points, ",Green,???,190,150,7,"Vesper Nightshade (Oil): Within the dimly lit chambers of forgotten castles, I unearthed the ""Shadowstealer Elixir,"" a concoction born from shadows and oil. It granted me the power to fade into the inky blackness, stealing both sight and strength from my adversaries. A relic of an ancient oil mage, its secrets remained locked until my arrival. #1",balloon,dream_TradingCard (62).jpg
88final.png, Real Potions & Spells 1,Hex,Earth #1,Dark,Watermellon A,Watermellon B,Cherries C,"Interdimensional Portal +800 hp: The player can open a portal to other dimensions, revealing new opportunities, treasures, and challenges.","+100 to attack points, ",Red,Male,370,50,7,"Aurora Fireheart (Sun): Behold, the ""Solar Ignition Brew""! As I consumed it, I found myself ablaze with the sun's fiery essence, radiating brilliance and the raw power of solar flames. This potion, said to be forged in the heart of a dying star, transformed me into a celestial inferno, incinerating all who dared to challenge me. #1",plant,dream_TradingCard (24).jpg
89final.png, Real Potions & Spells 1,Love,Earth #1,Nature,Cherries A,777 B #1,Cherries C,"Interdimensional Portal +800 hp: The player can open a portal to other dimensions, revealing new opportunities, treasures, and challenges.",+50 to hit points,Hazel,Female,60,50,5 #1,"Solara Dawnbringer (Sun): The ""Lustrous Dawn Serum"" unveiled the sun's innermost secrets, infusing me with radiant might. Bathed in the aura of dawn, this potion bestowed me with the power to heal and revive, casting aside darkness wherever I roamed. They say it was bestowed upon the realm by a benevolent sun deity, a guardian of hope. #1",moon woman,dream_TradingCard (92).jpg
90final.png, Real Potions & Spells 1,Hex,Earth #1,Dark,Cherries A #1,Watermellon B #1,Cherries C,Eternal Bond +500 hp: Eternal Bond,+10 to attack points,Hazel,Female,190,100,7,"Solara Dawnbringer (Sun): The ""Lustrous Dawn Serum"" unveiled the sun's innermost secrets, infusing me with radiant might. Bathed in the aura of dawn, this potion bestowed me with the power to heal and revive, casting aside darkness wherever I roamed. They say it was bestowed upon the realm by a benevolent sun deity, a guardian of hope. #1",tree,dream_TradingCard (45).jpg
91final.png, Real Potions & Spells 1,Hex,Earth #1,Dark,Cherries A #2,777 B #1,Watermellon C,"Void Warp +800 hp: This potion allows the player to phase in and out of the dark dimension, providing unparalleled speed and agility.",+20 to hit points,Hazel,Undecided,80,25,3,"Sylva Watershadow (Water): The ""Aqua Veil Tonic"" whispered of secrets from the depths of the ocean. Upon tasting its azure depths, I was engulfed by liquid whispers, granting me the ability to manipulate water in all its forms. It is said to have been created by a mermaid oracle, allowing me to harness the boundless strength of the tides. #1",moon woman,dream_TradingCard (86).jpg
92final.png, Real Potions & Spells 1,Hex,Water,Light,Watermellon A #1,777 B,Watermellon C,Ethereal Wings +600 hp: The player gains the ability to sprout luminous wings and fly for a limited time.,"+100 to attack points, ",Red,Female,70 #1,50,10 #1,"Solara Dawnbringer (Sun): The ""Lustrous Dawn Serum"" unveiled the sun's innermost secrets, infusing me with radiant might. Bathed in the aura of dawn, this potion bestowed me with the power to heal and revive, casting aside darkness wherever I roamed. They say it was bestowed upon the realm by a benevolent sun deity, a guardian of hope. #1",moon man,dream_TradingCard (50).jpg
93final.png, Real Potions & Spells 1,Love,Oil,Light,Watermellon A #1,Watermellon B #1,Cherries C,Ethereal Wings +600 hp: The player gains the ability to sprout luminous wings and fly for a limited time.,"+100 to attack points, ",Brown,Male,280,150,5 #1,"Luna Tidesong (Moon): In the realm of Real Potions & Spells, I discovered the ""Lunar Elixir,"" a potion crafted under the pale moon's gentle gaze. Sipping from its glass vial, I felt my essence align with the celestial dance of the night, casting ethereal moonbeams to ensnare my foes. Legends say it was created by a mystical moon",moon man,dream_TradingCard (75).jpg
94final.png, Real Potions & Spells 1,Love,Earth #1,Dark,Cherries A,Watermellon B #1,Cherries C,"Radiant Empowerment +400 hp: The player becomes infused with light energy, boosting their strength and agility significantly.",+20 to hit points,Brown,???,100 #1,25,5 #1,"Solara Dawnbringer (Sun): The ""Lustrous Dawn Serum"" unveiled the sun's innermost secrets, infusing me with radiant might. Bathed in the aura of dawn, this potion bestowed me with the power to heal and revive, casting aside darkness wherever I roamed. They say it was bestowed upon the realm by a benevolent sun deity, a guardian of hope. #1",tree,dream_TradingCard (69).jpg
95final.png, Real Potions & Spells 1,Hex,Earth #1,Dark,777 A,Watermellon B #1,777 C,"Solar Infusion + 550 hp: Drinking this potion grants the player the power to emit blinding rays of light, temporarily blinding their opponents.","+100 to hit points, ",Hazel,Female,60,150,7,"Sylva Watershadow (Water): The ""Aqua Veil Tonic"" whispered of secrets from the depths of the ocean. Upon tasting its azure depths, I was engulfed by liquid whispers, granting me the ability to manipulate water in all its forms. It is said to have been created by a mermaid oracle, allowing me to harness the boundless strength of the tides. #1",tree,dream_TradingCard (88).jpg
96final.png, Real Potions & Spells 1,Curse,Earth #1,Dark,777 A,777 B,777 C,Ethereal Wings +600 hp: The player gains the ability to sprout luminous wings and fly for a limited time.,"+20 to hit points, ",Red,Male,280,80 #1,10 #1,"Luna Tidesong (Moon): In the realm of Real Potions & Spells, I discovered the ""Lunar Elixir,"" a potion crafted under the pale moon's gentle gaze. Sipping from its glass vial, I felt my essence align with the celestial dance of the night, casting ethereal moonbeams to ensnare my foes. Legends say it was created by a mystical moon",moon man,dream_TradingCard (88).jpg
97final.png, Real Potions & Spells 1,Hex,Oil,Nature,Cherries A #1,Cherries B,Cherries C,Eternal Bond +500 hp: Eternal Bond,"+100 to attack points, ",Hazel,Female,280,150,3,"Vesper Nightshade (Oil): Within the dimly lit chambers of forgotten castles, I unearthed the ""Shadowstealer Elixir,"" a concoction born from shadows and oil. It granted me the power to fade into the inky blackness, stealing both sight and strength from my adversaries. A relic of an ancient oil mage, its secrets remained locked until my arrival. #1",moon man,dream_TradingCard (32).jpg
98final.png, Real Potions & Spells 1,Curse,Earth #1,Dark,Cherries A,777 B,777 C #2,"True Love's Kiss +700 hp: Allows the player to break curses, heal wounds, and revive the fallen with a kiss.",+10 to attack points,Blue,Undecided,60,80 #1,5 #1,"Luna Tidesong (Moon): In the realm of Real Potions & Spells, I discovered the ""Lunar Elixir,"" a potion crafted under the pale moon's gentle gaze. Sipping from its glass vial, I felt my essence align with the celestial dance of the night, casting ethereal moonbeams to ensnare my foes. Legends say it was created by a mystical moon",skull,dream_TradingCard (20).jpg
99final.png, Real Potions & Spells 1,Love,Water,Light,Watermellon A #1,Watermellon B,777 C,Eternal Bond +500 hp: Eternal Bond,"+20 to hit points, ",Hazel,Female,90 #1,25,3,"Aurora Fireheart (Sun): Behold, the ""Solar Ignition Brew""! As I consumed it, I found myself ablaze with the sun's fiery essence, radiating brilliance and the raw power of solar flames. This potion, said to be forged in the heart of a dying star, transformed me into a celestial inferno, incinerating all who dared to challenge me. #1",plant,dream_TradingCard (63).jpg
100final.png, Real Potions & Spells 1,Curse,Earth #1,Light,Cherries A #1,Watermellon B,Watermellon C,"Abyssal Grasp +1000 hp: The player can conjure dark tendrils to ensnare and immobilize enemies, rendering them helpless.","+20 to hit points, ",Brown,Female,100 #1,80 #1,3,"Solara Dawnbringer (Sun): The ""Lustrous Dawn Serum"" unveiled the sun's innermost secrets, infusing me with radiant might. Bathed in the aura of dawn, this potion bestowed me with the power to heal and revive, casting aside darkness wherever I roamed. They say it was bestowed upon the realm by a benevolent sun deity, a guardian of hope. #1",plant,dream_TradingCard (83).jpg
101final.png, Real Potions & Spells 1,Curse,Water,Nature,777 A,777 B,Watermellon C,Corrupting Touch +600 hp: Drinking this potion allows the player to afflict foes with debilitating curses or diseases.,"+50 to attack points, ",Green,Female,80,50,7,"Sylva Watershadow (Water): The ""Aqua Veil Tonic"" whispered of secrets from the depths of the ocean. Upon tasting its azure depths, I was engulfed by liquid whispers, granting me the ability to manipulate water in all its forms. It is said to have been created by a mermaid oracle, allowing me to harness the boundless strength of the tides. #1",plant,dream_TradingCard (68).jpg
102final.png, Real Potions & Spells 1,Love,Water,Light,Cherries A #1,777 B #1,777 C #1,"Dimensional Mastery +800 hp: The player can manipulate the fabric of reality within their surroundings, altering the terrain to their advantage.",+50 to hit points,Blue,Male,190,80 #1,5 #1,"Aurora Fireheart (Sun): Behold, the ""Solar Ignition Brew""! As I consumed it, I found myself ablaze with the sun's fiery essence, radiating brilliance and the raw power of solar flames. This potion, said to be forged in the heart of a dying star, transformed me into a celestial inferno, incinerating all who dared to challenge me. #1",skull,dream_TradingCard (59).jpg
